,text
73,Do you think Tom Lawrence looks like the boy off chicken run or am I smoking wizard dick https://t.co/ftajzk0FDf
74,i love my mom dearly but i’ve never met anyone who could benefit more from smoking a little weed
75,"#LigerReview our rating 0/5

Positive 

👉 Car parking Time
👉 Start Credits
👉 Health Advices about smoking 
👉 Interval Gap
👉 End Credits

Negative

👉 Full Movie

MEGA DISASTER #Liger

#WaatLagaDenge"
76,i love my mom dearly but i’ve never met anyone who could benefit more from smoking a little weed
77,"#LigerReview our rating 0/5

Positive 

👉 Car parking Time
👉 Start Credits
👉 Health Advices about smoking 
👉 Interval Gap
👉 End Credits

Negative

👉 Full Movie

MEGA DISASTER #Liger

#WaatLagaDenge"
78,i love my mom dearly but i’ve never met anyone who could benefit more from smoking a little weed
79,i love my mom dearly but i’ve never met anyone who could benefit more from smoking a little weed
80,Smoking from your own garden is King.🍃
81,@luisvuitton___ shi same jus been smoking wit the boys n shi lost my weed yesterday cuz i accidentally threw the bag away it was in cuz i was high asl 😭
82,"Lizard King days away (yeah, I know he’s  smoking something with Aaron Rodgers-whatevs) Plus contest entry https://t.co/t6LlSG8gd2 https://t.co/wa3RhLDhnp"
83,i love my mom dearly but i’ve never met anyone who could benefit more from smoking a little weed
84,"Weeks 27
Victories - O
Economy - 🚽💩
Dead - 50,000
Ladas - Not enough
Appliances looted - ♾️
NATO casualties - 0
What doing - Airfefense
Slow down - Totally planned
Ammo dumps - 'Smoking accidents'
Zelensky - Trolling 😤

I remain a master strategist"
85,'These (online critics) have nothing to do with faith. Their fuel is hate': Canadian movie depicting Hindu goddess smoking sparks outrage in India https://t.co/5CTUoSN59k via @nationalpost
86,i love my mom dearly but i’ve never met anyone who could benefit more from smoking a little weed
87,"Weeks 27
Victories - O
Economy - 🚽💩
Dead - 50,000
Ladas - Not enough
Appliances looted - ♾️
NATO casualties - 0
What doing - Airfefense
Slow down - Totally planned
Ammo dumps - 'Smoking accidents'
Zelensky - Trolling 😤

I remain a master strategist"
88,"Weeks 27
Victories - O
Economy - 🚽💩
Dead - 50,000
Ladas - Not enough
Appliances looted - ♾️
NATO casualties - 0
What doing - Airfefense
Slow down - Totally planned
Ammo dumps - 'Smoking accidents'
Zelensky - Trolling 😤

I remain a master strategist"
89,anya taylor-joy smoking in venice https://t.co/m51EUSjya6
90,Quit smoking @WHO #MedEd #MedTwitter #CommitToQuit #FOAMed #QuitSmoking #tobacco https://t.co/X8JnY5J2le
91,@RWApodcast The Baltics have about 5x Russia's per capita  GDP since they left that sxithole. Most of Rus GDP is digging stuff out of the earth. 30% of Russians have no indoor toilet. Russia does provide the world leadership in smoking accidents though. #NAFO #NAFOexpansion
92,Your mama told you stop smoking in her crib that is not an abusive household
93,Women smoking cigarettes is hot and I don’t care how much woke lib anti-cancer propaganda you try to shove down my throat to convince me it’s not
94,i love my mom dearly but i’ve never met anyone who could benefit more from smoking a little weed
95,"If a Nigerian artiste has not dropped a song that encourages smoking weed, taking drugs and doing fraud, then he is not ready for stardom. From Davido to wizkid to burna boy to olamide, All your fav artist do it with the exception of few. Even asake sef dey promote weed smoking"
96,i love my mom dearly but i’ve never met anyone who could benefit more from smoking a little weed
97,Im the joe biden of Smoking weed and getting head
98,"And I had people tweeting the vibe of the show fell flat after Moxley and Punk. Clearly you disrespect PAC and William Ospreay #AEWDynamite 

What the fuck are these people smoking/watching?"
99,Ann Savage smoking a Cigarette https://t.co/hCeSbmdRvr
